model,train_variant,test_set,seed,tag,n,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,f1_not_hate,f1_hate
banglabert-adapt250,augmented,bidwesh_barishal,44,full,1439,0.9082696316886727,0.9095289804577411,0.9088373288399182,0.9082536370486292,0.9082309078233043,0.9070422535211268,0.9094650205761317
banglabert-adapt250,augmented,bidwesh_chittagong,42,full,1494,0.8520749665327979,0.8521120701244924,0.8520369759706372,0.8520558109857435,0.852067078954599,0.8537392455327598,0.8503723764387271
banglabert-adapt250,augmented,bidwesh_chittagong,43,full,1494,0.8527443105756358,0.8532859297565181,0.8526122612834777,0.852648982870915,0.8526740691089993,0.856396866840731,0.8489010989010989
banglabert-adapt250,augmented,bidwesh_chittagong,44,full,1494,0.8527443105756358,0.8527404625023297,0.8527556345701669,0.852741935483871,0.8527458939701458,0.8533333333333334,0.8521505376344086
banglabert-adapt250,augmented,bidwesh_heldout,42,full,4408,0.8838475499092558,0.8848303180767705,0.8841077409467151,0.8838130115654882,0.8837930156822542,0.8818097876269622,0.8858162355040142
banglabert-adapt250,augmented,bidwesh_heldout,43,full,4408,0.8856624319419237,0.8860164376789503,0.8858231565458793,0.8856564059489105,0.8856481202085174,0.8848263254113345,0.8864864864864865
banglabert-adapt250,augmented,bidwesh_heldout,44,full,4408,0.8843012704174229,0.8854328385310273,0.8845796243544544,0.8842592401910108,0.8842372243581282,0.8820536540240518,0.8864648263579697
banglabert-adapt250,augmented,bidwesh_noakhali,42,full,1475,0.8928813559322034,0.897880824522818,0.8931492165752886,0.8925886391457605,0.8925620285288112,0.8869814020028612,0.8981958762886598
banglabert-adapt250,augmented,bidwesh_noakhali,43,full,1475,0.8969491525423728,0.8998345198298553,0.8971527540292777,0.8967950299579814,0.8967761026230562,0.8928067700987306,0.9007832898172323
banglabert-adapt250,augmented,bidwesh_noakhali,44,full,1475,0.8928813559322034,0.8971739889589788,0.8931299113430191,0.892632581830512,0.8926080548064016,0.8874643874643875,0.8978007761966365
banglabert-adapt250,augmented,clean,42,full,5028,0.9246221161495625,0.9253137904749541,0.9257264611624393,0.9246175808210864,0.9246403737539401,0.9252022893230708,0.924032872319102
banglabert-adapt250,augmented,clean,43,full,5028,0.9242243436754176,0.9244167693209626,0.9250330238430879,0.9242065681484621,0.9242518149443488,0.9253672869735553,0.923045849323369
